"EmployerName","EmployerId","Address","PostCode","CompanyNumber","SicCodes","DiffMeanHourlyPercent","DiffMedianHourlyPercent","DiffMeanBonusPercent","DiffMedianBonusPercent","MaleBonusPercent","FemaleBonusPercent","MaleLowerQuartile","FemaleLowerQuartile","MaleLowerMiddleQuartile","FemaleLowerMiddleQuartile","MaleUpperMiddleQuartile","FemaleUpperMiddleQuartile","MaleTopQuartile","FemaleTopQuartile","CompanyLinkToGPGInfo","ResponsiblePerson","EmployerSize","CurrentName","SubmittedAfterTheDeadline","DueDate","DateSubmitted"
"TENERITY LIMITED","963","Charter Court, 50 Windsor Road, Slough, Berkshire, SL1 2EJ","SL1 2EJ","01008797","82990","45","50","68","81","85","65","26","74","23","77","43","57","70","30","https://www.tenerity.com/uk/regulatory","Nadine Anatol (HR Director)","250 to 499","TENERITY LIMITED","False","2023/04/05 00:00:00","2023/01/20 15:10:28"
"TENNECO-WALKER(U.K.)LIMITED","12122","Highpoint Penygarnddu Industrial Estate, Dowlais Top, Merthyr Tydfil, Wales, CF48 2TA","CF48 2TA","00985395","29320,
45310","-22.8","-13.4","12","-50.9","6.5","18.2","96.7","3.3","89.8","10.2","93.2","6.8","83.1","16.9","","Amy Lloyd (HR Manager)","250 to 499","TENNECO-WALKER(U.K.)LIMITED","False","2023/04/05 00:00:00","2023/01/24 15:18:03"
"TENNENT CALEDONIAN BREWERIES UK LIMITED","12123","Wellpark Brewery, 161 Duke Street, Glasgow, G31 1JD","G31 1JD","SC362352","46342","-6.4","8","66.4","83","3.4","9.2","74.5","25.5","87.9","12.1","86.7","13.3","81.2","18.8","https://candcgroupplc.com/wp-content/uploads/2022/12/cc-gender-pay-gap-report-2022.pdf","David Forde (CEO)","500 to 999","TENNENT CALEDONIAN BREWERIES UK LIMITED","False","2023/04/05 00:00:00","2023/01/13 11:42:22"
"TESGL LIMITED","12142","Ocean Court Caspian Road, Atlantic Street, Altrincham, Cheshire, WA14 5HH","WA14 5HH","08462158","43390","29.5","41.1","75.7","67.5","50.0","35.1","49.3","50.7","90.5","9.5","94.6","5.4","92","8","","Alistair Pillips-Davies (Chief Executive)","250 to 499","TESGL LIMITED","False","2023/04/05 00:00:00","2022/11/10 15:04:33"
"Test Valley Borough Council","12145","Beech Hurst, Weyhill Road, Andover, Hampshire, United Kingdom, SP10 3AJ","SP10 3AJ","","1,
84110","-5.2","-19.3","-12.5","10.0","3.5","10.0","74.2","25.8","52.9","47.1","38.7","61.3","49.6","50.4","https://www.testvalley.gov.uk/aboutyourcouncil/corporatedirection/equality---diversity/equalities/","","250 to 499","Test Valley Borough Council","False","2023/03/31 00:00:00","2022/10/11 13:35:26"
"TEXECOM LIMITED","12153","Bradwood Court, St Crispin Way Haslingden, Rossendale, Lancashire, BB4 4PW","BB4 4PW","02084170","27900","29.0","20.8","97.3","36.6","4.6","2.1","47.1","52.9","48.2","51.8","69.8","30.2","84.7","15.3","","Jonathan Crompton (Financial Controller)","250 to 499","TEXECOM LIMITED","False","2023/04/05 00:00:00","2023/01/26 13:02:44"
"Thames Learning Trust","21505","Northumberland Avenue, Reading, Berkshire, United Kingdom, RG2 7PY","RG2 7PY","","","26.4","30.7","","","0","0","1.6","98.4","16.1","83.9","17.7","82.3","25.8","74.2","https://www.thameslearningtrust.co.uk/attachments/download.asp?file=150&type=pdf","","250 to 499","Thames Learning Trust","False","2023/03/31 00:00:00","2022/07/07 11:12:09"
"THAMES WATER UTILITIES LIMITED","242","Clearwater Court, Vastern Road, Reading, Berkshire, RG1 8DB","RG1 8DB","02366661","36000","9.1","15.0","-2.4","0.0","41.5","42.0","55.7","44.3","69.3","30.7","75.2","24.8","73.1","26.9","","Elena Zamuner (People Analytics Manager)","5000 to 19,999","THAMES WATER UTILITIES LIMITED","False","2023/04/05 00:00:00","2022/10/19 10:27:14"
"THE ALBERT MEMORIAL COLLEGE","16997","Framlingham College, College Road, Framlingham, IP13 9EY","IP13 9EY","RC000006","","16","25.5","","","0","0","35","65","35","65","35","65","57","43","","Charles Packshaw (Chair of Governors)","250 to 499","THE ALBERT MEMORIAL COLLEGE","False","2023/04/05 00:00:00","2022/11/10 15:45:55"
"THE BLUE SCHOOL","16399","The Blue School, Kennion Road, Wells, Somerset, BA5 2NR","BA5 2NR","07706776","85310","7.38","5.77","","","0","0","31.31","68.69","21.31","78.69","37.5","62.5","33.33","66.67","https://www.theblueschoolwells.co.uk/9/key-information/category/27/charging-pupil-premium-and-accounts","","Less than 250","THE BLUE SCHOOL","False","2023/03/31 00:00:00","2022/12/22 13:45:19"
"THE CAKE CREW LIMITED","19163","Units 11-12 Enterprise Park, Bala, Gwynedd, LL23 7NL","LL23 7NL","07738348","10720","3","1.8","7","0","65","35","56","44","38","62","51","49","82","18","","TERRI ROBERTS (HR MANAGER)","250 to 499","THE CAKE CREW LIMITED","False","2023/04/05 00:00:00","2022/04/07 16:36:55"
"THE CELTIC MANOR RESORT LIMITED","324","Coldra Woods, Newport, Gwent, NP18 1HQ","NP18 1HQ","08428620","55100","16.2","1.9","84.2","91","13.9","16.7","37.9","62.1","33.8","66.2","55.4","44.6","63.9","36.1","https://www.celtic-manor.com","Ian Edwards (Chief Executive Officer)","500 to 999","THE CELTIC MANOR RESORT LIMITED","False","2023/04/05 00:00:00","2022/04/21 14:56:37"
"THE CHARTERED INSTITUTE OF PERSONNEL AND DEVELOPMENT","226","151 The Broadway, London, United Kingdom, SW19 1JQ","SW19 1JQ","RC000758","","12.4","13.7","29.4","0","78.9","79.8","38","62","18.7","81.3","34.1","65.9","38.5","61.5","https://www.cipd.co.uk/about/who-we-are/cipd-pay-gap-reports/gender#gref","Fi Martin (Payroll & HR Systems Lead)","250 to 499","THE CHARTERED INSTITUTE OF PERSONNEL AND DEVELOPMENT","False","2023/04/05 00:00:00","2022/12/01 11:09:55"
"THE CHELMSFORD LEARNING PARTNERSHIP","19602","Unit 78, Waterhouse Buisness Centre, 2 Cromar Way, Chelmsford, England, CM1 2QE","CM1 2QE","07907388","85310","27","63","","","0","0","4","96","9","91","29","71","38","62","https://www.clptrust.com/339/key-information/category/20/trust-information","","500 to 999","THE CHELMSFORD LEARNING PARTNERSHIP","False","2023/03/31 00:00:00","2022/12/13 11:37:28"
"THE CHILDCARE CORPORATION LIMITED","12273","Tuscany House, White Hart Lane, Basingstoke, Hampshire, England, RG21 4AF","RG21 4AF","04125844","88990","23.48","2.93","88.26","95","19.51","11.90","97.9","2.1","96.9","3.1","96.5","3.5","94.1","5.9","","Emma Wellard (Payroll)","1000 to 4999","THE CHILDCARE CORPORATION LIMITED","False","2023/04/05 00:00:00","2023/01/12 14:56:00"
"THE CHURCH OF ENGLAND CHILDREN'S SOCIETY","631","Whitecross Studios, 50 Banner Street, London, England, EC1Y 8ST","EC1Y 8ST","00040004","88990","15.1","15.9","","","0","0","19","81","16","84","16","84","36","64","https://www.childrenssociety.org.uk/sites/default/files/2022-11/Pay-Gap-Report.pdf","Michelle Clark (Executive Director of Diversity and Talent)","500 to 999","THE CHURCH OF ENGLAND CHILDREN'S SOCIETY","False","2023/04/05 00:00:00","2022/11/16 13:52:09"
"The Circle Trust","20900","c/o St Crispin's School, London Road, WOKINGHAM, Berkshire, United Kingdom, RG40 1SS","RG40 1SS","","","-0.2","45.4","","","0","0","6.8","93.2","19.7","80.3","15.4","84.6","38.8","61.2","https://thecircletrust.co.uk","","250 to 499","The Circle Trust","False","2023/03/31 00:00:00","2022/12/07 08:57:47"
"THE CO-OPERATIVE ACADEMIES TRUST","12301","MEMBERSHIP DEPARTMENT, 1 Angel Square, Manchester, M60 0AG","M60 0AG","07747126","85200,
85310,
85410","18.5","17.8","","","0","0","9.2","90.8","23.6","76.4","27.7","72.3","33.8","66.2","https://www.coopacademies.co.uk/about-us/gender-pay-gap-report/","","1000 to 4999","THE CO-OPERATIVE ACADEMIES TRUST","False","2023/03/31 00:00:00","2022/12/21 10:46:15"
"The College of St Peter Le Bailey in the University of Oxford","15484","New Inn Hall Street, Oxford, OX1 2DL","OX1 2DL","","85421,
85422","8.9","5.7","-100","-100","0.55","0.61","34.5","65.5","67.4","32.6","55.2","44.8","52.3","47.7","https://www.spc.ox.ac.uk/asset/SPC_Gender_Pay_Gap_Report_April_2022.pdf","Kathryn Marshall (College Accountant)","250 to 499","The College of St Peter Le Bailey in the University of Oxford","False","2023/04/05 00:00:00","2023/01/05 16:41:12"
"The College of West Anglia","12288","Tennyson Avenue, King's Lynn, Norfolk, PE30 2QW","PE30 2QW","","1,
85320","12.44","13.87","","","0","0","34.18","65.82","16.98","83.02","33.33","66.67","47.80","52.20","","","500 to 999","The College of West Anglia","False","2023/03/31 00:00:00","2023/01/11 16:58:09"
"The Commission for Equality and Human Rights","491","Arndale House, The Arndale Centre, Manchester, M43AQ","M43AQ","","1,
84110","6.4","0","21.7","100","44","55","46","54","57","43","28","72","45","55","","","Less than 250","The Commission for Equality and Human Rights","False","2023/03/31 00:00:00","2023/01/25 15:06:31"
"THE CONSTELLATION TRUST","11213","Sirius Academy, 296 Anlaby Park Road South, Hull, HU4 7JB","HU4 7JB","06545396","85100,
85200,
85310","17.70","20.75","","","0","0","10.87","89.13","17.49","82.51","22.40","77.60","31.52","68.48","","","500 to 999","THE CONSTELLATION TRUST","False","2023/03/31 00:00:00","2023/01/31 16:54:52"
"THE DONKEY SANCTUARY TRUSTEE LIMITED","16076","The Donkey Sanctuary Trustee Limited, Slade House Farm, Sidmouth, EX10 0NU","EX10 0NU","07328588","82110","4","0","","","0","0","33.3","66.7","19.6","80.4","21.7","78.3","32.2","67.8","","Judy Woolley (Finance Business Partner)","500 to 999","THE DONKEY SANCTUARY TRUSTEE LIMITED","False","2023/04/05 00:00:00","2022/07/20 17:33:48"
"THE EDUCATION VILLAGE ACADEMY TRUST","12342","The Education Village, Salters Lane South, Darlington, County Durham, DL1 2AN","DL1 2AN","07748248","85200,
85310,
85590,
85600","22.5","28.4","","","0","0","14","86","14","86","26","74","20","80","","","250 to 499","THE EDUCATION VILLAGE ACADEMY TRUST","False","2023/03/31 00:00:00","2022/10/18 09:50:43"
"THE FARM POST PRODUCTION LIMITED","12358","William Blake House, 8, Marshall Street, London, England, W1F 7EJ","W1F 7EJ","03569821","59120","24.1","25.0","35.8","37.0","15.6","14.8","60.6","39.4","63.0","37.0","77.2","22.8","84.1","15.9","","Seamus MacCormaic (Executive Vice President, MD, UK)","500 to 999","STREAMLAND MEDIA UK LIMITED","False","2023/04/05 00:00:00","2022/06/10 12:09:57"
"THE FINANCIAL CONDUCT AUTHORITY","12359","12 Endeavour Square, London, England, E20 1JN","E20 1JN","01920623","80300,
84110,
84130","15.6","19.8","16.4","33.3","98.1","98.4","34","66","45","55","54","46","60","40","https://www.fca.org.uk/data/fca-pay-and-bonus-gap-data-2022#lf-chapter-id-movements-in-our-pay-and-bonus-gaps","","1000 to 4999","THE FINANCIAL CONDUCT AUTHORITY","False","2023/03/31 00:00:00","2022/09/08 08:42:18"
"THE FINANCIAL REPORTING COUNCIL LIMITED","14786","125 London Wall 8th Floor, London, EC2Y 5AS","EC2Y 5AS","02486368","74909","10.7","0","-3.70","0","88.2","85.2","36.9","63.1","41.1","58.9","49.5","50.5","52.2","47.8","https://www.frc.org.uk/getattachment/169f5e79-1c65-4b2f-9dd1-a27f045112c1/FRC-Gender-Pay-Gap-2022-23.pdf","","250 to 499","THE FINANCIAL REPORTING COUNCIL LIMITED","False","2023/03/31 00:00:00","2023/01/30 08:53:44"
"THE FIRST FEDERATION TRUST","12360","Blackpool C Of E Primary School, Liverton, Newton Abbot, Devon, TQ12 6JB","TQ12 6JB","07819870","85100,
85200","30.98","54.33","","","0","0","3.9","96.1","1.6","98.4","8.6","91.4","17.1","82.9","https://www.firstfederation.org/key-information/","","500 to 999","THE FIRST FEDERATION TRUST","False","2023/03/31 00:00:00","2023/01/12 08:57:20"
"THE GRACE EYRE FOUNDATION","18641","36 Montefiore Road, Hove, East Sussex, BN3 6EP","BN3 6EP","02806429","55900,
88100","-0.2","0","","","0","0","30","70","42","58","52","48","34","66","","Fiona Pritchard (HR Manager)","250 to 499","THE GRACE EYRE FOUNDATION","False","2023/04/05 00:00:00","2023/01/04 17:59:02"
"THE HIGH SCHOOL OF GLASGOW","20135","637 Crow Road, Glasgow, G13 1PL","G13 1PL","SC045882","85100,
85200,
85310","16.2","0.0","-10","-20","3.0","2.4","18.8","81.2","25","75","27.1","72.9","38.3","61.7","","Aileen Sweeney (HR Manager)","Less than 250","THE HIGH SCHOOL OF GLASGOW","False","2023/04/05 00:00:00","2022/04/28 11:21:20"
"THE HOSPITAL OF ST JOHN AND ST ELIZABETH","15269","60 Grove End Road, London, NW8 9NH","NW8 9NH","02808390","86101","5.93","-2.09","","","0","0","35.5","64.5","26.5","73.5","28.4","71.6","32.5","67.5","https://hje.org.uk/wp-content/uploads/2023/01/SJE-Gender-Pay-Gap-2023.pdf","Paul Stanton (Director of People)","500 to 999","THE HOSPITAL OF ST JOHN AND ST ELIZABETH","False","2023/04/05 00:00:00","2023/01/30 15:47:48"
"THE HOTEL FOLK LIMITED","11963","Thorpeness Hotel & Golf Club Lakeside Avenue, Thorpeness, Leiston, Suffolk, IP16 4NH","IP16 4NH","03098213","55100","8.5","3.1","25.7","8.5","97.0","98.4","41.8","58.2","36.7","63.3","43.0","57.0","54.4","45.6","","David Scott (CEO)","250 to 499","THE HOTEL FOLK LIMITED","False","2023/04/05 00:00:00","2022/12/28 16:14:33"
"The Jo Richardson Community School","15432","Castle Green, Gale Street, Dagenham, Essex, RM9 4UN","RM9 4UN","","1,
85310","-1.5","-5.7","","","0","0","24.6","75.4","32.8","67.2","24.1","75.9","24.1","75.9","https://jorichardson.org.uk/wp-content/uploads/2022/05/gender-pay-gap-report-Mar-22.pdf","","Less than 250","The Jo Richardson Community School","False","2023/03/31 00:00:00","2022/05/18 11:07:45"
"The Labour Party","14941","8th Floor, SW1E 6QT","SW1E 6QT","","","-2.0","0.0","7.0","0.0","14.2","13.8","69.2","30.8","46.2","53.8","56.0","44.0","61.1","38.9","https://labour.org.uk/wp-content/uploads/2022/12/2022-Gender-Pay-Gap-Report.pdf","David Evans (General Secretary)","250 to 499","The Labour Party","False","2023/04/05 00:00:00","2022/12/15 11:41:45"
"THE LADY ELEANOR HOLLES SCHOOL","12423","The Bursary The Lady Eleanor Holles School, Hanworth Road, Hampton, Middlesex, TW12 3HF","TW12 3HF","06871042","85200,
85310","2.11","-0.27","","","0","0","22.97","77.03","31.08","68.92","17.81","82.19","30.14","69.86","https://resources.finalsite.net/images/v1674557448/lehsorguk/rzkeuxszx6arrhzf6tku/GenderPayReport202223.pdf","Michael Berkowitch (Director of Finance & Operations)","250 to 499","THE LADY ELEANOR HOLLES SCHOOL","False","2023/04/05 00:00:00","2023/01/24 11:03:27"
"THE LEARNING FOR LIFE PARTNERSHIP","19375","Leighton Academy, Minshull New Road, Crewe, England, CW1 3PP","CW1 3PP","09675372","85200","34.3","8.7","","","0","0","6.2","93.8","10.9","89.1","4.7","95.3","15.6","84.4","","Liam Lewis (CFO)","250 to 499","THE LEARNING FOR LIFE PARTNERSHIP","False","2023/04/05 00:00:00","2022/07/22 15:05:30"
"THE MANCHESTER GRAMMAR SCHOOL FOUNDATION TRUSTEE LIMITED","15281","Manchester Grammar School, Old Hall Lane, Manchester, M13 0XT","M13 0XT","09156289","85200,
85310","12.14","8.85","4","0","50","33","35","65","53","47","49","51","54","46","http://mgs.org","Gillian Batchelor (Bursar)","250 to 499","THE MANCHESTER GRAMMAR SCHOOL FOUNDATION TRUSTEE LIMITED","False","2023/04/05 00:00:00","2023/01/27 17:30:38"
"The National Archives","12473","Bessent Drive, Richmond, Surrey, United Kingdom, TW9 4DU","TW9 4DU","","1,
84110","1.6","-3.7","0","0","16.5","16.7","54.9","45.1","41","59","43.7","56.3","49.7","50.3","","","500 to 999","The National Archives","False","2023/03/31 00:00:00","2022/11/25 10:12:23"
"The National Maritime Museum","14221","Park Row, Greenwich, London, London, United Kingdom, SE10 9NF","SE10 9NF","","91020","-1.33","-14.9","3.57","0","4.27","4.42","45","55","50","50","33","67","40","60","https://www.rmg.co.uk/about-us/museum-policies","Charlotte Cowan (Head of People & Culture)","250 to 499","The National Maritime Museum","False","2023/04/05 00:00:00","2022/12/09 12:49:41"
"THE NATURAL POWER CONSULTANTS LIMITED","14264","The Green House Forrest Estate, Dalry, Castle Douglas, Kirkcudbrightshire, United Kingdom, DG7 3XS","DG7 3XS","SC177881","74901","14","6","33","26","82","83","57","43","68","32","66","34","75","25","https://www.naturalpower.com/uk/about/policies/gender-pay-report","Rob Brown (Managing Director)","250 to 499","THE NATURAL POWER CONSULTANTS LIMITED","False","2023/04/05 00:00:00","2022/12/09 14:05:06"
"The Nene Education Trust","20648","Mountbatten Way, Raunds, Wellingborough, Northamptonshire, UK, NN9 6PA","NN9 6PA","","","38.3","63.4","","","0","0","27.0","73.0","17.0","83.0","4.0","96.0","9.0","91.0","","","250 to 499","The Nene Education Trust","False","2023/03/31 00:00:00","2022/12/13 09:42:02"
"The Newcastle Upon Tyne Hospitals Nhs Foundation Trust","12483","Headquarters, Freeman Hospital, Newcastle-Upon-Tyne, Tyne And Wear, United Kingdom, NE7 7DN","NE7 7DN","","1,
86210","25.2","5.3","79.6","0","92.4","94.0","22","78","22","78","16","84","32","68","https://www.newcastle-hospitals.nhs.uk/about/trust/equality-diversity-and-inclusion/gender-pay-reporting/","","5000 to 19,999","The Newcastle Upon Tyne Hospitals Nhs Foundation Trust","False","2023/03/31 00:00:00","2022/10/05 16:42:29"
"THE NEWMAN CATHOLIC COLLEGIATE","12484","83 Little Chell Lane, Stoke-On-Trent, England, ST6 6LZ","ST6 6LZ","08550110","85100,
85200,
85310","24.33","49.74","","","0","0","6.25","93.75","12.50","87.50","17.50","82.50","20","80","https://www.newmancc.co.uk/","","250 to 499","THE NEWMAN CATHOLIC COLLEGIATE","False","2023/03/31 00:00:00","2023/01/11 11:29:12"
"THE NORTH LONDON COLLEGIATE SCHOOL","16400","Canons, Canons Drive, Edgware, Middlesex, HA8 7RJ","HA8 7RJ","02818422","85310","14.4","22.1","","","0","0","11","89","22","78","36","64","31","69","","Helen Kuczerska (HR Director)","250 to 499","THE NORTH LONDON COLLEGIATE SCHOOL","False","2023/04/05 00:00:00","2022/12/22 14:33:39"
"The Office for Nuclear Regulation","586","Redgrave Court, Merton Road, Liverpool, L20 7HS","L20 7HS","","1,
84110","27.1","40.2","1.9","0","93.8","91.9","38.7","61.3","58.9","41.1","78","22","83.9","16.1","https://news.onr.org.uk/2022/12/onr-publishes-its-sixth-gender-pay-report/","","500 to 999","The Office for Nuclear Regulation","False","2023/03/31 00:00:00","2022/12/01 10:02:13"
"THE OUTWARD BOUND TRUST","581","Hackthorpe Hall, Hackthorpe, Penrith, Cumbria, CA10 2HX","CA10 2HX","06748835","85310","2.1","5.1","-40","-16","9.3","13","61","39","61","39","78","22","55","45","","Phillipa Morley (Head of HR)","250 to 499","THE OUTWARD BOUND TRUST","False","2023/04/05 00:00:00","2022/06/22 13:39:44"
"THE PASSMORES CO-OPERATIVE LEARNING COMMUNITY","16834","Passmores Academy, Tracyes Road, Harlow, Essex, CM18 6JH","CM18 6JH","07736246","85310","24","56","","","0","0","10","90","7","93","25","75","29","71","https://www.pclc.co.uk/attachments/download.asp?file=362&type=pdf","","250 to 499","THE PASSMORES CO-OPERATIVE LEARNING COMMUNITY","False","2023/03/31 00:00:00","2022/12/12 15:37:38"
"THE PEGASUS ACADEMY TRUST","18619","Cypress Primary School, 32 Cypress Road, London, England, SE25 4AU","SE25 4AU","07542114","85200","6.44","6","","","0","0","17","83","12","88","17","83","25","75","https://www.pegasusacademytrust.org/statutory-information/trust-gender-pay-review-report","","250 to 499","THE PEGASUS ACADEMY TRUST","False","2023/03/31 00:00:00","2023/01/10 16:28:24"
"THE PRINCE'S FOUNDATION","19366","Dumfries House, Dumfries House Estate, Cumnock, Ayrshire, KA18 2NJ","KA18 2NJ","SC331738","91030","11.4","-0.9","","","0","0","35","65","50","50","35","65","48","52","https://d16zhuza4xzjgx.cloudfront.net/files/pf-genderpaygap-2022-v2-cc894b88.pdf","Emily Cherrington (Acting Chief Executive Officer)","250 to 499","THE PRINCE'S FOUNDATION","False","2023/04/05 00:00:00","2023/01/31 20:14:52"
"The Provost and Scholars of the Queen's College in the University of Oxford","16312","THE QUEENS COLLEGE, HIGH STREET, OXFORD, OX1 4AW","OX1 4AW","","85421,
85422","11.7","0.9","9.6","25.0","24.1","44.3","47.9","52.1","55.2","44.8","42.7","57.3","61.5","38.5","https://www.queens.ox.ac.uk/wp-content/uploads/2023/01/Gender-Pay-Report-2022.pdf","Kate Daniels (College Accountant)","250 to 499","The Provost and Scholars of the Queen's College in the University of Oxford","False","2023/04/05 00:00:00","2023/01/12 15:59:45"
"THE RANDOM HOUSE GROUP LIMITED","12535","20 Vauxhall Bridge Road, London, SW1V 2SA","SW1V 2SA","00954009","58110","9.5","-0.3","24.8","-64.7","97.0","92.4","44.6","55.4","32.0","68.0","33.6","66.4","42.6","57.4","https://wp.penguin.co.uk/wp-content/uploads/2022/11/Penguin_Pay-Gap-Report_2022.pdf","Val Garside (HR Director)","1000 to 4999","THE RANDOM HOUSE GROUP LIMITED","False","2023/04/05 00:00:00","2022/11/29 12:48:58"
